,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,Station_Type,datetime,day_of_week,is_weekend,season,AQI_Level
39757,2013,9,12,13,158.0,162.0,44.0,41.0,1700.0,186.0,27.4,1006.7,15.7,0.0,SW,1.5,Dongsi,Urban,2013-09-12 13:00:00,3,0,Autumn,Heavily Polluted
39758,2013,9,12,14,126.0,140.0,46.0,23.0,1500.0,198.0,27.3,1006.0,16.0,0.0,SSE,1.4,Dongsi,Urban,2013-09-12 14:00:00,3,0,Autumn,Moderately Polluted
39759,2013,9,12,15,126.0,140.0,46.0,23.0,1650.0,163.6488,27.4,1005.4,16.7,0.0,SSW,1.2,Dongsi,Urban,2013-09-12 15:00:00,3,0,Autumn,Moderately Polluted
39760,2013,9,12,16,168.0,187.0,57.0,72.0,1800.0,133.0,26.3,1004.9,17.6,0.0,ENE,2.9,Dongsi,Urban,2013-09-12 16:00:00,3,0,Autumn,Heavily Polluted
39761,2013,9,12,17,177.0,190.0,73.0,78.0,2000.0,149.0,24.7,1004.4,18.9,0.0,ENE,0.0,Dongsi,Urban,2013-09-12 17:00:00,3,0,Autumn,Heavily Polluted
39762,2013,9,12,18,189.0,204.0,76.0,82.0,2100.0,156.0,24.1,1004.7,18.7,0.0,E,2.2,Dongsi,Urban,2013-09-12 18:00:00,3,0,Autumn,Heavily Polluted
39763,2013,9,12,19,196.0,227.0,69.0,66.0,2100.0,163.0,24.0,1005.3,19.1,0.0,ENE,1.9,Dongsi,Urban,2013-09-12 19:00:00,3,0,Autumn,Heavily Polluted
39764,2013,9,12,20,225.0,289.0,25.0,153.0,2700.0,46.0,23.6,1005.3,20.3,0.0,S,1.2,Dongsi,Urban,2013-09-12 20:00:00,3,0,Autumn,Heavily Polluted
39765,2013,9,12,21,225.0,289.0,25.0,153.0,2550.0,15.8508,24.8,1005.1,20.9,0.0,SSW,2.0,Dongsi,Urban,2013-09-12 21:00:00,3,0,Autumn,Heavily Polluted
39766,2013,9,12,22,235.0,271.0,9.0,137.0,2400.0,29.0,17.9,1004.6,17.1,12.2,SSW,2.1,Dongsi,Urban,2013-09-12 22:00:00,3,0,Autumn,Heavily Polluted
39767,2013,9,12,23,163.0,272.0,1.0,54.0,1400.0,78.0,19.6,1005.2,18.6,0.4,WSW,2.0,Dongsi,Urban,2013-09-12 23:00:00,3,0,Autumn,Heavily Polluted
39768,2013,9,13,0,63.0,43.0,1.0,36.0,1000.0,81.0,19.9,1005.0,18.9,0.2,WSW,1.9,Dongsi,Urban,2013-09-13 00:00:00,4,0,Autumn,Moderate
39769,2013,9,13,1,81.0,41.0,1.0,28.0,900.0,74.0,19.3,1004.3,17.8,0.1,WSW,2.3,Dongsi,Urban,2013-09-13 01:00:00,4,0,Autumn,Lightly Polluted
39770,2013,9,13,2,58.0,20.0,1.0,17.0,700.0,77.0,19.2,1004.3,17.5,0.1,W,0.9,Dongsi,Urban,2013-09-13 02:00:00,4,0,Autumn,Moderate
39771,2013,9,13,3,52.0,17.0,1.0,9.0,700.0,88.0,18.4,1003.7,17.4,0.1,WSW,0.8,Dongsi,Urban,2013-09-13 03:00:00,4,0,Autumn,Moderate
39772,2013,9,13,4,51.0,29.0,1.0,11.0,700.0,78.0,18.1,1003.5,17.6,0.0,E,1.2,Dongsi,Urban,2013-09-13 04:00:00,4,0,Autumn,Moderate
39773,2013,9,13,5,51.0,35.0,1.0,24.0,700.0,55.0,18.3,1003.6,17.7,0.0,E,1.6,Dongsi,Urban,2013-09-13 05:00:00,4,0,Autumn,Moderate
39774,2013,9,13,6,53.0,38.0,1.0,46.0,800.0,30.0,18.4,1003.7,17.6,0.0,E,1.5,Dongsi,Urban,2013-09-13 06:00:00,4,0,Autumn,Moderate
39775,2013,9,13,7,39.0,46.0,1.0,62.0,900.0,13.0,18.8,1003.6,18.0,0.0,E,1.4,Dongsi,Urban,2013-09-13 07:00:00,4,0,Autumn,Moderate
39776,2013,9,13,8,45.0,59.0,1.0,72.0,1000.0,6.0,19.2,1003.3,18.0,0.0,ESE,2.0,Dongsi,Urban,2013-09-13 08:00:00,4,0,Autumn,Moderate
39777,2013,9,13,9,72.0,78.0,1.0,78.0,1200.0,6.0,19.6,1003.2,18.6,0.0,E,1.9,Dongsi,Urban,2013-09-13 09:00:00,4,0,Autumn,Moderate
39778,2013,9,13,10,84.0,123.0,1.0,72.0,1200.0,12.0,19.4,1002.5,18.7,0.0,ENE,1.6,Dongsi,Urban,2013-09-13 10:00:00,4,0,Autumn,Lightly Polluted
39779,2013,9,13,11,101.0,135.0,1.0,68.0,1600.0,13.0,19.5,1001.9,19.2,0.0,E,1.3,Dongsi,Urban,2013-09-13 11:00:00,4,0,Autumn,Lightly Polluted
39780,2013,9,13,12,94.0,105.0,1.0,75.0,1800.0,6.0,19.7,1001.3,19.4,0.0,ESE,2.1,Dongsi,Urban,2013-09-13 12:00:00,4,0,Autumn,Lightly Polluted
39781,2013,9,13,13,111.0,129.0,1.0,69.0,1600.0,5.0,20.2,1000.9,19.7,0.0,ESE,0.9,Dongsi,Urban,2013-09-13 13:00:00,4,0,Autumn,Lightly Polluted
39782,2013,9,13,14,125.0,157.0,1.0,66.0,1600.0,6.0,20.4,1000.6,19.9,0.0,ESE,1.8,Dongsi,Urban,2013-09-13 14:00:00,4,0,Autumn,Moderately Polluted
39783,2013,9,13,15,125.0,157.0,1.0,66.0,1766.6666666666667,13.0662,20.6,1000.4,20.1,0.0,ENE,1.0,Dongsi,Urban,2013-09-13 15:00:00,4,0,Autumn,Moderately Polluted
39784,2013,9,13,16,136.0,152.0,1.0,50.0,1933.3333333333333,8.568,20.7,1000.4,20.2,0.0,ENE,1.1,Dongsi,Urban,2013-09-13 16:00:00,4,0,Autumn,Moderately Polluted
39785,2013,9,13,17,159.0,174.0,1.0,68.0,2100.0,6.0,20.8,1000.0,20.1,0.0,NE,1.1,Dongsi,Urban,2013-09-13 17:00:00,4,0,Autumn,Heavily Polluted
39786,2013,9,13,18,179.0,211.0,1.0,72.0,2700.0,5.0,21.1,1000.2,20.4,0.0,E,0.8,Dongsi,Urban,2013-09-13 18:00:00,4,0,Autumn,Heavily Polluted
39787,2013,9,13,19,179.0,215.0,1.0,75.0,2400.0,5.0,21.1,1003.0,20.4,0.0,N,3.1,Dongsi,Urban,2013-09-13 19:00:00,4,0,Autumn,Heavily Polluted
39788,2013,9,13,20,188.0,230.0,1.0,78.0,2400.0,5.0,20.3,1002.0,20.0,1.7,SE,2.8,Dongsi,Urban,2013-09-13 20:00:00,4,0,Autumn,Heavily Polluted
39789,2013,9,13,21,134.0,230.0,1.0,55.0,1900.0,1.0,20.5,1002.9,20.2,0.1,NNW,2.0,Dongsi,Urban,2013-09-13 21:00:00,4,0,Autumn,Moderately Polluted
39790,2013,9,13,22,81.0,83.0,1.0,56.0,1900.0,2.0,20.4,1002.3,20.1,0.1,SSE,1.4,Dongsi,Urban,2013-09-13 22:00:00,4,0,Autumn,Lightly Polluted
39791,2013,9,13,23,120.0,126.0,1.0,59.0,2000.0,3.0,20.4,1001.7,20.1,0.0,NE,1.0,Dongsi,Urban,2013-09-13 23:00:00,4,0,Autumn,Moderately Polluted
39792,2013,9,14,0,145.0,146.0,1.0,66.0,2000.0,3.0,20.3,1002.4,20.0,0.0,E,1.0,Dongsi,Urban,2013-09-14 00:00:00,5,1,Autumn,Moderately Polluted
39793,2013,9,14,1,146.0,153.0,1.0,62.0,2100.0,3.0,20.2,1002.0,20.0,0.0,NNW,1.4,Dongsi,Urban,2013-09-14 01:00:00,5,1,Autumn,Moderately Polluted
39794,2013,9,14,2,135.0,137.0,1.0,66.0,2000.0,2.0,20.0,1001.9,19.8,0.0,NE,1.1,Dongsi,Urban,2013-09-14 02:00:00,5,1,Autumn,Moderately Polluted
39795,2013,9,14,3,124.0,126.0,1.0,62.0,1500.0,2.0,20.0,1002.4,19.8,0.0,NE,0.6,Dongsi,Urban,2013-09-14 03:00:00,5,1,Autumn,Moderately Polluted
39796,2013,9,14,4,99.0,106.0,1.0,58.0,1500.0,2.0,20.0,1003.1,19.8,0.0,ENE,1.5,Dongsi,Urban,2013-09-14 04:00:00,5,1,Autumn,Lightly Polluted
39797,2013,9,14,5,92.0,106.0,1.0,54.0,1900.0,1.0,19.5,1002.9,19.3,0.0,NNE,0.6,Dongsi,Urban,2013-09-14 05:00:00,5,1,Autumn,Lightly Polluted
39798,2013,9,14,6,81.0,63.0,1.0,54.0,1700.0,1.0,19.8,1004.4,19.8,0.0,NE,0.6,Dongsi,Urban,2013-09-14 06:00:00,5,1,Autumn,Lightly Polluted
39799,2013,9,14,7,82.0,82.0,1.0,52.0,1800.0,2.0,20.1,1004.8,19.8,0.0,NNW,2.1,Dongsi,Urban,2013-09-14 07:00:00,5,1,Autumn,Lightly Polluted
39800,2013,9,14,8,82.0,82.0,1.0,55.0,1700.0,3.0,21.7,1005.1,20.3,0.0,WNW,2.2,Dongsi,Urban,2013-09-14 08:00:00,5,1,Autumn,Lightly Polluted
39801,2013,9,14,9,63.0,66.0,1.0,56.0,1700.0,10.0,24.2,1005.3,20.5,0.0,SSW,1.2,Dongsi,Urban,2013-09-14 09:00:00,5,1,Autumn,Moderate
39802,2013,9,14,10,101.0,66.0,1.0,63.0,1600.0,21.0,26.1,1004.9,18.2,0.0,NW,1.6,Dongsi,Urban,2013-09-14 10:00:00,5,1,Autumn,Lightly Polluted
39803,2013,9,14,11,94.0,63.0,1.0,66.0,1500.0,39.0,28.3,1004.3,14.5,0.0,WNW,2.4,Dongsi,Urban,2013-09-14 11:00:00,5,1,Autumn,Lightly Polluted
39804,2013,9,14,12,80.0,37.0,1.0,64.0,1300.0,63.0,29.7,1004.0,13.5,0.0,SW,1.1,Dongsi,Urban,2013-09-14 12:00:00,5,1,Autumn,Lightly Polluted
39805,2013,9,14,13,56.0,56.0,1.0,36.0,900.0,90.0,30.8,1004.0,4.5,0.0,WNW,4.3,Dongsi,Urban,2013-09-14 13:00:00,5,1,Autumn,Moderate
39806,2013,9,14,14,3.0,3.0,1.0,3.0,300.0,94.0,30.9,1003.7,5.3,0.0,N,3.3,Dongsi,Urban,2013-09-14 14:00:00,5,1,Autumn,Good
39807,2013,9,14,15,3.0,6.0,1.0,3.0,300.0,99.0,31.0,1003.7,5.4,0.0,NNW,1.8,Dongsi,Urban,2013-09-14 15:00:00,5,1,Autumn,Good
39808,2013,9,14,16,3.0,10.0,1.0,5.0,300.0,101.0,30.4,1004.0,5.6,0.0,ENE,1.2,Dongsi,Urban,2013-09-14 16:00:00,5,1,Autumn,Good
39809,2013,9,14,17,4.0,11.0,1.0,11.0,300.0,94.0,27.7,1004.6,12.9,0.0,NNE,0.7,Dongsi,Urban,2013-09-14 17:00:00,5,1,Autumn,Good
39810,2013,9,14,18,10.0,16.0,1.0,19.0,400.0,83.0,22.0,1005.3,12.8,0.0,NE,1.0,Dongsi,Urban,2013-09-14 18:00:00,5,1,Autumn,Good
39811,2013,9,14,19,24.0,57.0,1.0,66.0,900.0,42.0,21.7,1006.6,12.0,0.0,ENE,1.8,Dongsi,Urban,2013-09-14 19:00:00,5,1,Autumn,Good
39812,2013,9,14,20,42.0,59.0,1.0,83.0,800.0,14.0,19.2,1007.5,10.7,0.0,NW,0.7,Dongsi,Urban,2013-09-14 20:00:00,5,1,Autumn,Moderate
39813,2013,9,14,21,40.0,98.0,1.0,92.0,1200.0,7.0,17.6,1008.1,11.8,0.0,SW,0.7,Dongsi,Urban,2013-09-14 21:00:00,5,1,Autumn,Moderate
39814,2013,9,14,22,46.0,82.0,1.0,89.0,1100.0,6.0,16.8,1008.3,11.9,0.0,NW,0.5,Dongsi,Urban,2013-09-14 22:00:00,5,1,Autumn,Moderate
39815,2013,9,14,23,95.0,144.0,1.0,93.0,1900.0,13.0,15.8,1008.3,14.2,0.0,SW,0.6,Dongsi,Urban,2013-09-14 23:00:00,5,1,Autumn,Lightly Polluted
39816,2013,9,15,0,68.0,95.0,1.0,87.0,1700.0,9.0,15.6,1008.1,13.3,0.0,NE,1.6,Dongsi,Urban,2013-09-15 00:00:00,6,1,Autumn,Moderate
39817,2013,9,15,1,37.0,61.0,1.0,80.0,1200.0,4.0,19.7,1008.4,6.4,0.0,N,2.3,Dongsi,Urban,2013-09-15 01:00:00,6,1,Autumn,Moderate
39818,2013,9,15,2,29.0,42.0,1.0,72.0,900.0,4.0,19.2,1008.5,4.5,0.0,N,2.8,Dongsi,Urban,2013-09-15 02:00:00,6,1,Autumn,Good
39819,2013,9,15,3,11.0,11.0,1.0,49.0,400.0,12.0,18.4,1009.8,5.6,0.0,NW,2.0,Dongsi,Urban,2013-09-15 03:00:00,6,1,Autumn,Good
39820,2013,9,15,4,10.0,34.0,1.0,47.0,300.0,12.0,18.0,1010.9,5.2,0.0,N,2.1,Dongsi,Urban,2013-09-15 04:00:00,6,1,Autumn,Good
39821,2013,9,15,5,10.0,17.0,1.0,28.0,300.0,23.0,16.3,1011.0,7.5,0.0,NNE,1.2,Dongsi,Urban,2013-09-15 05:00:00,6,1,Autumn,Good
39822,2013,9,15,6,10.0,23.0,1.0,38.0,300.0,16.0,16.7,1011.6,8.1,0.0,ENE,1.5,Dongsi,Urban,2013-09-15 06:00:00,6,1,Autumn,Good
39823,2013,9,15,7,11.0,32.0,1.0,53.0,500.0,4.0,17.5,1012.2,7.5,0.0,NNE,0.8,Dongsi,Urban,2013-09-15 07:00:00,6,1,Autumn,Good
39824,2013,9,15,8,3.0,6.0,1.0,42.0,300.0,18.0,21.2,1012.2,4.7,0.0,NNE,1.8,Dongsi,Urban,2013-09-15 08:00:00,6,1,Autumn,Good
39825,2013,9,15,9,11.0,28.0,1.0,37.0,500.0,26.0,22.8,1012.4,3.3,0.0,N,1.3,Dongsi,Urban,2013-09-15 09:00:00,6,1,Autumn,Good
39826,2013,9,15,10,10.0,31.0,1.0,36.0,400.0,32.0,24.0,1011.9,4.9,0.0,E,1.2,Dongsi,Urban,2013-09-15 10:00:00,6,1,Autumn,Good
39827,2013,9,15,11,11.0,46.0,3.0,33.0,700.0,43.0,24.9,1011.0,5.6,0.0,SSW,1.2,Dongsi,Urban,2013-09-15 11:00:00,6,1,Autumn,Good
39828,2013,9,15,12,21.0,62.0,12.0,39.0,1000.0,55.0,25.6,1010.1,6.2,0.0,SSW,1.9,Dongsi,Urban,2013-09-15 12:00:00,6,1,Autumn,Good
39829,2013,9,15,13,25.0,71.0,13.0,27.0,1000.0,86.0,25.6,1009.4,7.7,0.0,ESE,2.0,Dongsi,Urban,2013-09-15 13:00:00,6,1,Autumn,Good
39830,2013,9,15,14,31.0,72.0,6.0,24.0,900.0,96.0,25.5,1008.7,7.1,0.0,SE,2.5,Dongsi,Urban,2013-09-15 14:00:00,6,1,Autumn,Good
39831,2013,9,15,15,24.0,54.0,1.0,20.0,800.0,97.0,25.1,1008.5,8.1,0.0,SE,2.9,Dongsi,Urban,2013-09-15 15:00:00,6,1,Autumn,Good
39832,2013,9,15,16,23.0,62.0,1.0,23.0,800.0,101.0,24.4,1008.4,8.8,0.0,ESE,2.7,Dongsi,Urban,2013-09-15 16:00:00,6,1,Autumn,Good
39833,2013,9,15,17,21.0,54.0,1.0,31.0,800.0,86.0,23.6,1008.3,8.8,0.0,SSE,1.4,Dongsi,Urban,2013-09-15 17:00:00,6,1,Autumn,Good
39834,2013,9,15,18,23.0,63.0,1.0,37.0,800.0,80.0,22.5,1008.4,8.9,0.0,SE,1.1,Dongsi,Urban,2013-09-15 18:00:00,6,1,Autumn,Good
39835,2013,9,15,19,25.0,68.0,1.0,49.0,800.0,64.0,21.9,1009.3,9.8,0.0,S,1.2,Dongsi,Urban,2013-09-15 19:00:00,6,1,Autumn,Good
39836,2013,9,15,20,29.0,78.0,4.0,65.0,800.0,41.0,21.9,1009.3,10.4,0.0,SE,1.8,Dongsi,Urban,2013-09-15 20:00:00,6,1,Autumn,Good
39837,2013,9,15,21,29.0,77.0,3.0,64.0,800.0,41.0,21.1,1009.2,12.0,0.0,SE,1.3,Dongsi,Urban,2013-09-15 21:00:00,6,1,Autumn,Good
39838,2013,9,15,22,37.0,101.0,1.0,78.0,900.0,15.0,20.2,1009.2,12.4,0.0,S,1.0,Dongsi,Urban,2013-09-15 22:00:00,6,1,Autumn,Moderate
39839,2013,9,15,23,26.0,71.0,1.0,49.0,1000.0,35.0,18.4,1009.0,14.5,0.0,NW,0.4,Dongsi,Urban,2013-09-15 23:00:00,6,1,Autumn,Good
39840,2013,9,16,0,24.0,48.0,1.0,40.0,700.0,37.0,17.3,1008.9,14.9,0.0,WSW,0.9,Dongsi,Urban,2013-09-16 00:00:00,0,0,Autumn,Good
39841,2013,9,16,1,25.0,54.0,1.0,59.0,700.0,19.0,17.4,1008.8,15.2,0.0,ENE,1.1,Dongsi,Urban,2013-09-16 01:00:00,0,0,Autumn,Good
39842,2013,9,16,2,29.0,56.0,1.0,54.0,800.0,19.0,17.0,1008.9,15.3,0.0,NE,1.0,Dongsi,Urban,2013-09-16 02:00:00,0,0,Autumn,Good
39843,2013,9,16,3,31.0,55.0,1.0,65.0,1200.0,7.0,16.6,1008.8,15.3,0.0,ENE,0.9,Dongsi,Urban,2013-09-16 03:00:00,0,0,Autumn,Good
39844,2013,9,16,4,31.0,52.0,1.0,57.0,1000.0,9.0,16.3,1008.9,15.3,0.0,ENE,0.9,Dongsi,Urban,2013-09-16 04:00:00,0,0,Autumn,Good
39845,2013,9,16,5,33.0,74.0,1.0,59.0,1000.0,8.0,16.1,1009.2,15.3,0.0,NE,1.2,Dongsi,Urban,2013-09-16 05:00:00,0,0,Autumn,Good
39846,2013,9,16,6,33.0,73.0,1.0,58.0,1000.0,8.0,16.8,1009.3,15.3,0.0,ENE,0.7,Dongsi,Urban,2013-09-16 06:00:00,0,0,Autumn,Good
39847,2013,9,16,7,55.0,116.0,1.0,64.0,2000.0,2.0,18.1,1009.3,15.0,0.0,N,1.2,Dongsi,Urban,2013-09-16 07:00:00,0,0,Autumn,Moderate
39848,2013,9,16,8,62.0,116.0,2.0,64.0,1500.0,6.0,19.7,1009.1,15.1,0.0,NNE,0.7,Dongsi,Urban,2013-09-16 08:00:00,0,0,Autumn,Moderate
39849,2013,9,16,9,62.0,120.0,6.0,68.0,1500.0,10.0,20.7,1008.8,15.7,0.0,ENE,1.6,Dongsi,Urban,2013-09-16 09:00:00,0,0,Autumn,Moderate
39850,2013,9,16,10,70.0,140.0,5.0,81.0,1600.0,10.0,22.7,1008.4,15.5,0.0,E,1.7,Dongsi,Urban,2013-09-16 10:00:00,0,0,Autumn,Moderate
39851,2013,9,16,11,74.0,137.0,8.0,77.0,1500.0,21.0,24.5,1007.7,13.1,0.0,WSW,1.5,Dongsi,Urban,2013-09-16 11:00:00,0,0,Autumn,Moderate
39852,2013,9,16,12,74.0,137.0,8.0,77.0,1500.0,21.0,25.5,1006.8,12.3,0.0,SSE,2.1,Dongsi,Urban,2013-09-16 12:00:00,0,0,Autumn,Moderate
39853,2013,9,16,13,60.0,72.0,20.0,56.0,1400.0,57.0,26.0,1005.9,12.8,0.0,SSW,2.0,Dongsi,Urban,2013-09-16 13:00:00,0,0,Autumn,Moderate
39854,2013,9,16,14,50.0,70.0,18.0,35.0,1600.0,117.0,25.5,1005.7,10.5,0.0,SSW,1.5,Dongsi,Urban,2013-09-16 14:00:00,0,0,Autumn,Moderate
39855,2013,9,16,15,32.0,70.0,8.0,26.0,1100.0,107.0,25.0,1005.3,13.2,0.0,S,1.9,Dongsi,Urban,2013-09-16 15:00:00,0,0,Autumn,Good
39856,2013,9,16,16,35.0,80.0,4.0,34.0,1200.0,97.0,24.4,1005.4,13.3,0.0,S,2.4,Dongsi,Urban,2013-09-16 16:00:00,0,0,Autumn,Good
39857,2013,9,16,17,42.0,92.0,7.0,50.0,1600.0,85.0,23.5,1005.4,14.5,0.0,S,1.4,Dongsi,Urban,2013-09-16 17:00:00,0,0,Autumn,Moderate
39858,2013,9,16,18,49.0,110.0,8.0,58.0,1700.0,66.0,22.9,1005.7,14.5,0.0,S,1.2,Dongsi,Urban,2013-09-16 18:00:00,0,0,Autumn,Moderate
39859,2013,9,16,19,56.0,92.0,8.0,63.0,1800.0,51.0,22.1,1006.8,15.7,0.0,SE,1.0,Dongsi,Urban,2013-09-16 19:00:00,0,0,Autumn,Moderate
39860,2013,9,16,20,64.0,112.0,9.0,78.0,1800.0,31.0,21.4,1007.2,17.4,0.0,E,1.0,Dongsi,Urban,2013-09-16 20:00:00,0,0,Autumn,Moderate
39861,2013,9,16,21,64.0,112.0,9.0,78.0,1800.0,31.0,20.5,1007.6,17.9,0.0,E,1.0,Dongsi,Urban,2013-09-16 21:00:00,0,0,Autumn,Moderate
39862,2013,9,16,22,67.0,99.0,9.0,87.0,1800.0,16.0,20.4,1007.9,18.3,0.0,ESE,0.8,Dongsi,Urban,2013-09-16 22:00:00,0,0,Autumn,Moderate
39863,2013,9,16,23,71.0,99.0,7.0,83.0,1900.0,15.0,20.3,1008.0,18.6,0.0,ENE,1.0,Dongsi,Urban,2013-09-16 23:00:00,0,0,Autumn,Moderate
39864,2013,9,17,0,73.0,117.0,9.0,93.0,2000.0,7.0,20.4,1008.1,18.9,0.0,E,0.8,Dongsi,Urban,2013-09-17 00:00:00,1,0,Autumn,Moderate
39865,2013,9,17,1,80.0,129.0,11.0,90.0,2100.0,4.0,20.3,1008.1,19.0,0.0,NE,1.4,Dongsi,Urban,2013-09-17 01:00:00,1,0,Autumn,Lightly Polluted
39866,2013,9,17,2,86.0,125.0,7.0,93.0,2500.0,3.0,20.4,1008.3,18.0,0.0,ENE,0.7,Dongsi,Urban,2013-09-17 02:00:00,1,0,Autumn,Lightly Polluted
39867,2013,9,17,3,92.0,184.0,1.0,99.0,1600.0,2.0,20.4,1008.4,17.4,0.0,SE,0.5,Dongsi,Urban,2013-09-17 03:00:00,1,0,Autumn,Lightly Polluted
39868,2013,9,17,4,111.0,186.0,8.0,99.0,2200.0,4.0,20.7,1009.1,17.1,0.0,NNW,2.1,Dongsi,Urban,2013-09-17 04:00:00,1,0,Autumn,Lightly Polluted
39869,2013,9,17,5,85.0,134.0,14.0,79.0,2700.0,2.0,20.3,1009.3,17.5,0.0,NE,0.9,Dongsi,Urban,2013-09-17 05:00:00,1,0,Autumn,Lightly Polluted
39870,2013,9,17,6,74.0,110.0,11.0,65.0,2300.0,2.0,20.5,1009.9,17.5,0.0,NNE,1.1,Dongsi,Urban,2013-09-17 06:00:00,1,0,Autumn,Moderate
39871,2013,9,17,7,78.0,110.0,6.0,60.0,2300.0,3.0,20.7,1010.4,17.3,0.0,NNW,1.5,Dongsi,Urban,2013-09-17 07:00:00,1,0,Autumn,Lightly Polluted
39872,2013,9,17,8,76.0,113.0,7.0,67.0,2300.0,4.0,21.2,1010.6,17.2,0.0,NNW,1.3,Dongsi,Urban,2013-09-17 08:00:00,1,0,Autumn,Lightly Polluted
39873,2013,9,17,9,79.0,106.0,5.0,71.0,2000.0,4.0,21.1,1011.4,17.7,0.0,WNW,1.7,Dongsi,Urban,2013-09-17 09:00:00,1,0,Autumn,Lightly Polluted
39874,2013,9,17,10,84.0,129.0,5.0,72.0,2300.0,6.0,20.6,1011.5,19.1,0.2,NE,0.5,Dongsi,Urban,2013-09-17 10:00:00,1,0,Autumn,Lightly Polluted
39875,2013,9,17,11,88.0,134.0,1.0,76.0,2600.0,4.0,19.8,1011.2,18.6,0.6,NE,1.7,Dongsi,Urban,2013-09-17 11:00:00,1,0,Autumn,Lightly Polluted
39876,2013,9,17,12,88.0,134.0,1.0,77.0,2500.0,5.7834,20.0,1011.2,19.0,1.3,NNE,1.2,Dongsi,Urban,2013-09-17 12:00:00,1,0,Autumn,Lightly Polluted
39877,2013,9,17,13,90.0,97.0,1.0,69.0,2400.0,10.0,20.2,1011.0,19.2,0.4,ESE,0.6,Dongsi,Urban,2013-09-17 13:00:00,1,0,Autumn,Lightly Polluted
39878,2013,9,17,14,77.0,81.0,1.0,68.0,2300.0,11.0,20.3,1011.3,19.3,0.3,W,0.4,Dongsi,Urban,2013-09-17 14:00:00,1,0,Autumn,Lightly Polluted
39879,2013,9,17,15,78.0,91.0,1.0,68.0,2300.0,12.0,20.5,1011.3,19.7,0.1,WNW,0.4,Dongsi,Urban,2013-09-17 15:00:00,1,0,Autumn,Lightly Polluted
39880,2013,9,17,16,79.0,81.0,1.0,77.0,2400.0,10.0,20.5,1011.4,19.8,0.1,N,0.2,Dongsi,Urban,2013-09-17 16:00:00,1,0,Autumn,Lightly Polluted
39881,2013,9,17,17,80.0,94.0,1.0,81.0,2600.0,6.0,20.6,1012.0,19.9,0.0,SSE,1.3,Dongsi,Urban,2013-09-17 17:00:00,1,0,Autumn,Lightly Polluted
39882,2013,9,17,18,82.0,92.0,1.0,91.0,2900.0,7.0,20.0,1012.4,19.5,0.0,ESE,0.8,Dongsi,Urban,2013-09-17 18:00:00,1,0,Autumn,Lightly Polluted
39883,2013,9,17,19,93.0,98.0,1.0,98.0,3100.0,7.0,19.3,1013.4,19.0,0.0,ENE,0.9,Dongsi,Urban,2013-09-17 19:00:00,1,0,Autumn,Lightly Polluted
39884,2013,9,17,20,119.0,98.0,1.0,105.0,3400.0,7.0,19.6,1013.9,19.4,0.0,NE,0.8,Dongsi,Urban,2013-09-17 20:00:00,1,0,Autumn,Moderately Polluted
39885,2013,9,17,21,118.0,100.0,1.0,104.0,3400.0,7.0,19.8,1014.2,19.6,0.0,NE,0.5,Dongsi,Urban,2013-09-17 21:00:00,1,0,Autumn,Moderately Polluted
39886,2013,9,17,22,99.0,104.0,1.0,92.0,3300.0,6.0,19.9,1014.3,19.7,0.0,E,0.9,Dongsi,Urban,2013-09-17 22:00:00,1,0,Autumn,Lightly Polluted
39887,2013,9,17,23,114.0,104.0,1.0,88.0,3100.0,5.0,19.7,1014.4,19.5,0.0,E,0.9,Dongsi,Urban,2013-09-17 23:00:00,1,0,Autumn,Lightly Polluted
39888,2013,9,18,0,122.0,93.0,1.0,88.0,3100.0,5.0,19.9,1014.6,19.7,0.0,ENE,0.7,Dongsi,Urban,2013-09-18 00:00:00,2,0,Autumn,Moderately Polluted
39889,2013,9,18,1,115.0,86.0,1.0,94.0,2900.0,4.0,20.1,1014.8,19.9,0.0,ESE,0.7,Dongsi,Urban,2013-09-18 01:00:00,2,0,Autumn,Lightly Polluted
39890,2013,9,18,2,121.0,96.0,1.0,80.0,3100.0,5.0,20.2,1015.4,20.0,0.0,WNW,1.1,Dongsi,Urban,2013-09-18 02:00:00,2,0,Autumn,Moderately Polluted
39891,2013,9,18,3,124.0,99.0,1.0,73.0,3100.0,4.0,20.2,1015.2,20.0,0.2,ENE,0.9,Dongsi,Urban,2013-09-18 03:00:00,2,0,Autumn,Moderately Polluted
39892,2013,9,18,4,124.0,90.0,1.0,66.0,3100.0,4.0,20.1,1015.8,19.9,2.3,NNW,1.1,Dongsi,Urban,2013-09-18 04:00:00,2,0,Autumn,Moderately Polluted
39893,2013,9,18,5,124.0,85.0,1.0,66.0,3100.0,4.0,19.9,1016.1,19.7,1.0,ENE,1.0,Dongsi,Urban,2013-09-18 05:00:00,2,0,Autumn,Moderately Polluted
39894,2013,9,18,6,124.0,65.0,1.0,66.0,3100.0,4.0,19.9,1016.2,19.9,0.2,ENE,1.0,Dongsi,Urban,2013-09-18 06:00:00,2,0,Autumn,Moderately Polluted
39895,2013,9,18,7,124.0,69.0,1.0,66.0,3100.0,4.0,20.0,1016.8,19.8,0.2,NNW,0.6,Dongsi,Urban,2013-09-18 07:00:00,2,0,Autumn,Moderately Polluted
